timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration_ms,flags,failed_conn_info,label
2026-08-28T18:01:58.800Z,172.16.0.50,192.168.10.50,34020,8443,TCP,1,40,1.1,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:00.000Z,172.16.0.50,192.168.10.50,34021,8888,TCP,1,40,1.0,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:01.200Z,172.16.0.50,192.168.10.50,34022,9200,TCP,1,40,1.4,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:02.400Z,172.16.0.50,192.168.10.51,34023,21,TCP,1,40,0.8,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:03.600Z,172.16.0.50,192.168.10.51,34024,22,TCP,2,80,2.2,SYN,RST_ABORT,PortScan
2026-08-28T18:02:04.800Z,192.168.10.25,151.101.65.140,51330,443,TCP,18,6100,1450.0,"SYN,ACK",CLEAN,BENIGN
2026-08-28T18:02:06.000Z,172.16.0.50,192.168.10.51,34025,80,TCP,2,80,2.6,SYN,RST_ABORT,PortScan
2026-08-28T18:02:07.200Z,172.16.0.50,192.168.10.51,34026,443,TCP,2,80,2.5,SYN,RST_ABORT,PortScan
2026-08-28T18:02:08.400Z,172.16.0.50,192.168.10.51,34027,3306,TCP,1,40,1.1,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:09.600Z,172.16.0.50,192.168.10.51,34028,8080,TCP,2,80,2.9,SYN,RST_ABORT,PortScan
2026-08-28T18:02:10.800Z,172.16.0.50,192.168.10.50,34029,21,TCP,1,40,1.0,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:12.000Z,192.168.10.5,192.168.10.50,55020,22,TCP,20,2900,4800.0,"PSH,ACK",CLEAN,BENIGN
2026-08-28T18:02:13.200Z,172.16.0.50,192.168.10.50,34030,22,TCP,2,80,2.1,SYN,RST_ABORT,PortScan
2026-08-28T18:02:14.400Z,172.16.0.50,192.168.10.50,34031,80,TCP,2,80,2.7,SYN,RST_ABORT,PortScan
2026-08-28T18:02:15.600Z,172.16.0.50,192.168.10.50,34032,443,TCP,2,80,2.8,SYN,RST_ABORT,PortScan
2026-08-28T18:02:16.800Z,172.16.0.50,192.168.10.50,34033,3306,TCP,1,40,1.2,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:18.000Z,172.16.0.50,192.168.10.50,34034,8080,TCP,2,80,3.2,SYN,RST_ABORT,PortScan
2026-08-28T18:02:20.000Z,172.16.0.50,192.168.10.50,34035,9200,TCP,1,40,1.5,SYN,SYN_NO_ACK,PortScan
2026-08-28T18:02:22.600Z,172.16.0.50,192.168.10.50,34036,80,TCP,2,80,3.4,SYN,RST_ABORT,PortScan
2026-08-28T18:03:01.500Z,172.16.0.1,192.168.10.50,10240,80,TCP,65,32400,1850.0,"PSH,ACK",CLEAN,DoS_Hulk
2026-08-28T18:03:03.200Z,172.16.0.2,192.168.10.50,10242,80,TCP,80,41200,2400.0,"PSH,ACK",CLEAN,DoS_Hulk
2026-08-28T18:03:04.800Z,172.16.0.3,192.168.10.50,10244,80,TCP,95,52000,3100.0,"SYN,ACK",SYN_NO_ACK,DoS_Hulk
2026-08-28T18:03:06.500Z,172.16.0.4,192.168.10.50,10246,80,TCP,110,64000,3900.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:03:08.100Z,192.168.10.5,8.8.8.8,65002,53,UDP,2,148,85.0,NONE,NA,BENIGN
2026-08-28T18:03:09.800Z,172.16.0.5,192.168.10.50,10248,80,TCP,130,78000,4500.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:03:11.400Z,172.16.0.6,192.168.10.50,10250,80,TCP,150,92000,5200.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:03:13.000Z,172.16.0.1,192.168.10.50,18400,80,TCP,180,115000,6800.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:14.700Z,172.16.0.2,192.168.10.50,18402,80,TCP,210,138000,7900.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:16.300Z,172.16.0.3,192.168.10.50,18404,80,TCP,240,162000,9100.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:18.000Z,192.168.10.8,192.168.10.50,52130,80,TCP,6,850,4500.0,"PSH,ACK",ZERO_WIN,BENIGN
2026-08-28T18:03:19.600Z,172.16.0.4,192.168.10.50,18406,80,TCP,280,195000,10800.0,SYN,RST_ABORT,DDoS_LOIC
2026-08-28T18:03:21.300Z,172.16.0.5,192.168.10.50,18408,80,TCP,320,225000,12400.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:23.000Z,172.16.0.6,192.168.10.50,18410,80,TCP,360,260000,14100.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:24.700Z,172.16.0.1,192.168.10.50,20110,80,TCP,160,98000,5800.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:03:26.400Z,172.16.0.2,192.168.10.50,20112,80,TCP,175,110000,6400.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:03:28.100Z,192.168.10.14,172.217.16.206,51440,443,TCP,12,3400,2200.0,"ACK,FIN",CLEAN,BENIGN
2026-08-28T18:03:29.800Z,172.16.0.3,192.168.10.50,20114,80,TCP,190,124000,7200.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:03:31.500Z,172.16.0.4,192.168.10.50,20116,80,TCP,210,140000,8100.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:03:33.200Z,172.16.0.5,192.168.10.50,20118,80,TCP,230,158000,9000.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:03:34.900Z,172.16.0.6,192.168.10.50,20120,80,TCP,250,175000,10200.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:03:36.600Z,172.16.0.1,192.168.10.50,22400,80,TCP,380,280000,15500.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:38.400Z,192.168.10.19,192.168.10.50,52132,80,TCP,4,480,6200.0,"PSH,ACK",ZERO_WIN,BENIGN
2026-08-28T18:03:40.200Z,172.16.0.2,192.168.10.50,22402,80,TCP,410,310000,17200.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:42.000Z,172.16.0.3,192.168.10.50,22404,80,TCP,440,345000,19000.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:43.800Z,172.16.0.4,192.168.10.50,22406,80,TCP,470,380000,21000.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:45.600Z,172.16.0.5,192.168.10.50,24002,443,TCP,260,185000,11500.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:03:47.400Z,172.16.0.6,192.168.10.50,24004,443,TCP,280,205000,12800.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:03:49.200Z,192.168.10.25,8.8.8.8,65110,53,UDP,2,148,120.0,NONE,NA,BENIGN
2026-08-28T18:03:51.000Z,172.16.0.1,192.168.10.50,24006,443,TCP,300,225000,14000.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:03:52.800Z,172.16.0.2,192.168.10.50,24008,443,TCP,320,245000,15400.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:03:54.600Z,172.16.0.3,192.168.10.50,26100,80,TCP,480,390000,22500.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:56.400Z,172.16.0.4,192.168.10.50,26102,80,TCP,500,420000,24500.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:03:58.200Z,172.16.0.5,192.168.10.50,26104,80,TCP,520,450000,26800.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:04:00.000Z,192.168.10.5,151.101.65.140,51550,443,TCP,15,4200,3100.0,"ACK,FIN",CLEAN,BENIGN
2026-08-28T18:04:12.000Z,172.16.0.6,192.168.10.50,28002,80,TCP,340,265000,17000.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:04:24.000Z,172.16.0.1,192.168.10.50,28004,80,TCP,360,285000,18500.0,"PSH,ACK",RST_ABORT,DoS_Hulk
2026-08-28T18:04:36.000Z,172.16.0.2,192.168.10.50,28006,80,TCP,380,310000,20200.0,"PSH,ACK",ZERO_WIN,DoS_Hulk
2026-08-28T18:04:48.000Z,172.16.0.3,192.168.10.50,30100,80,TCP,540,480000,29000.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:04:52.000Z,172.16.0.4,192.168.10.50,30102,80,TCP,560,520000,32000.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:04:56.000Z,172.16.0.5,192.168.10.50,30104,80,TCP,580,570000,36000.0,SYN,SYN_NO_ACK,DDoS_LOIC
2026-08-28T18:04:58.400Z,172.16.0.6,192.168.10.50,30106,80,TCP,600,620000,41000.0,SYN,SYN_NO_ACK,DDoS_LOIC
